clustering_method,method_name,selected_columns,abl1,ace,aldr,andr,cdk2,cox1,dhi1,dyr,esr1,fa7,fabp4,gria2,hdac2,hivrt,hmdh,hs90a,hxk4,igf1r,kith,kpcb,lfa1,lkha4,nram,prgr,ptn1,pyrd,reni,urok,xiap,Average
3DScore,method4,RTMScoreCORCH,14.25,18.45,0.63,4.85,14.99,5.65,3.64,28.92,7.58,34.35,0.0,4.44,5.97,5.79,16.47,3.42,7.58,8.1,0.0,24.5,7.27,11.13,12.21,6.16,22.18,9.98,3.86,35.03,11.95,11.356896551724137
3DScore,method5,RTMScoreCORCH,17.53,14.54,0.63,3.36,18.16,4.63,3.64,29.35,6.27,35.23,0.0,5.07,8.15,2.32,10.58,4.56,10.82,10.8,1.75,14.1,5.82,7.03,10.17,4.79,19.12,6.35,5.79,40.56,17.92,11.001379310344829
3DScore,method6,RTMScoreCORCH,14.25,8.87,1.26,2.61,14.78,3.6,3.34,19.86,3.14,30.83,0.0,1.9,1.63,0.0,6.47,2.28,11.91,10.8,1.75,17.81,2.18,5.27,17.29,3.42,13.0,6.35,4.83,24.58,9.96,8.412758620689655
3DScore,method7,RTMScoreCORCH,14.25,8.87,1.26,2.61,14.78,3.6,3.34,19.86,3.14,30.83,0.0,1.9,1.63,0.0,6.47,2.28,11.91,10.8,1.75,17.81,2.18,5.27,17.29,3.42,13.0,6.35,4.83,24.58,9.96,8.412758620689655
3DScore,method1,CHEMPLPFScoreVSTMScore,29.59,26.96,23.38,16.78,23.22,12.34,10.01,25.47,26.65,46.68,27.19,16.49,15.75,10.43,29.99,25.07,0.0,31.73,17.48,37.86,10.18,25.78,14.24,17.12,39.76,20.87,6.76,33.19,43.81,22.923448275862068
3DScore,method2,CHEMPLPFScoreVSTMScore,29.59,26.96,23.38,16.78,23.22,12.34,10.01,25.47,26.65,46.68,27.19,16.49,15.75,10.43,29.99,25.07,0.0,31.73,17.48,37.86,10.18,25.78,14.24,17.12,39.76,20.87,6.76,33.19,43.81,22.923448275862068
3DScore,method3,CHEMPLPFScoreVSTMScore,29.59,26.96,23.38,16.78,23.22,12.34,10.01,25.47,26.65,46.68,27.19,16.49,15.75,10.43,29.99,25.07,0.0,31.73,17.48,37.86,10.18,25.78,14.24,17.12,39.76,20.87,6.76,33.19,43.81,22.923448275862068
3DScore,method4,CHEMPLPFScoreVSTMScore,20.82,26.25,24.01,7.46,15.62,10.28,5.76,9.93,18.03,33.47,31.37,12.05,7.6,9.27,24.7,9.12,0.0,22.28,8.74,34.89,4.36,26.37,10.17,14.38,35.94,13.61,8.69,15.98,43.81,17.41241379310345
3DScore,method5,CHEMPLPFScoreVSTMScore,26.3,25.19,22.75,13.42,22.59,12.85,5.16,31.94,28.48,51.97,29.28,14.59,9.77,10.43,33.52,25.07,1.08,35.78,19.23,40.08,9.45,27.54,10.17,18.15,39.0,23.59,8.69,37.49,49.78,23.56344827586207
3DScore,method6,CHEMPLPFScoreVSTMScore,41.64,24.83,27.17,32.44,25.55,17.99,24.87,42.74,34.49,48.44,29.28,17.12,14.66,13.91,41.16,23.93,5.41,38.48,43.69,39.34,22.54,27.54,26.45,32.19,42.82,38.11,17.37,36.26,42.81,30.111379310344837
3DScore,method7,CHEMPLPFScoreVSTMScore,41.64,24.83,27.17,32.44,25.55,17.99,24.87,42.74,34.49,48.44,29.28,17.12,14.66,13.91,41.16,23.93,5.41,38.48,43.69,39.34,22.54,27.54,26.45,32.19,42.82,38.11,17.37,36.26,42.81,30.111379310344837
3DScore,method1,CHEMPLPFScoreVSCORCH,23.01,31.57,24.64,18.65,12.46,13.37,17.89,25.47,21.42,34.35,33.46,8.88,15.75,6.95,29.99,2.28,14.07,14.85,29.71,29.69,10.18,26.37,22.38,20.55,32.12,14.52,17.37,27.04,21.9,20.720344827586203
3DScore,method2,CHEMPLPFScoreVSCORCH,23.01,31.57,24.64,18.65,12.46,13.37,17.89,25.47,21.42,34.35,33.46,8.88,15.75,6.95,29.99,2.28,14.07,14.85,29.71,29.69,10.18,26.37,22.38,20.55,32.12,14.52,17.37,27.04,21.9,20.720344827586203
3DScore,method3,CHEMPLPFScoreVSCORCH,23.01,31.57,24.64,18.65,12.46,13.37,17.89,25.47,21.42,34.35,33.46,8.88,15.75,6.95,29.99,2.28,14.07,14.85,29.71,29.69,10.18,26.37,22.38,20.55,32.12,14.52,17.37,27.04,21.9,20.720344827586203
3DScore,method4,CHEMPLPFScoreVSCORCH,17.53,33.35,12.64,10.81,11.61,10.28,17.59,19.43,10.97,31.71,25.09,8.25,12.49,9.27,32.34,0.0,5.41,17.55,15.73,34.89,4.36,24.61,18.31,14.04,26.76,13.61,19.3,15.98,17.92,16.959655172413797
3DScore,method5,CHEMPLPFScoreVSCORCH,19.73,32.64,24.01,14.92,12.46,10.79,14.56,23.74,19.07,34.35,33.46,8.25,15.75,6.95,28.81,1.14,12.99,11.48,19.23,23.01,8.73,24.61,21.36,18.15,23.71,14.52,19.3,27.04,22.9,18.884827586206896
3DScore,method6,CHEMPLPFScoreVSCORCH,32.88,23.41,21.48,23.87,11.4,13.37,23.66,37.99,30.31,40.52,20.91,10.78,6.52,4.64,28.23,7.98,17.32,23.63,27.96,20.78,18.91,15.23,25.43,26.71,29.82,31.76,17.37,31.96,26.88,22.47275862068966
3DScore,method7,CHEMPLPFScoreVSCORCH,32.88,23.41,21.48,23.87,11.4,13.37,23.66,37.99,30.31,40.52,20.91,10.78,6.52,4.64,28.23,7.98,17.32,23.63,27.96,20.78,18.91,15.23,25.43,26.71,29.82,31.76,17.37,31.96,26.88,22.47275862068966
3DScore,method1,CHEMPLPTMScoreCORCH,18.08,24.83,8.85,2.98,15.62,6.68,4.25,19.43,10.45,35.23,12.55,4.44,8.69,4.64,18.82,3.42,3.25,16.88,0.0,29.69,3.64,15.23,9.16,5.14,29.82,9.98,4.83,22.74,28.87,13.04103448275862
3DScore,method2,CHEMPLPTMScoreCORCH,18.08,24.83,8.85,2.98,15.62,6.68,4.25,19.43,10.45,35.23,12.55,4.44,8.69,4.64,18.82,3.42,3.25,16.88,0.0,29.69,3.64,15.23,9.16,5.14,29.82,9.98,4.83,22.74,28.87,13.04103448275862
3DScore,method3,CHEMPLPTMScoreCORCH,18.08,24.83,8.85,2.98,15.62,6.68,4.25,19.43,10.45,35.23,12.55,4.44,8.69,4.64,18.82,3.42,3.25,16.88,0.0,29.69,3.64,15.23,9.16,5.14,29.82,9.98,4.83,22.74,28.87,13.04103448275862
3DScore,method4,CHEMPLPTMScoreCORCH,15.89,24.48,1.9,2.98,12.46,5.14,5.76,15.54,6.79,33.47,10.46,3.17,8.15,4.64,20.58,0.0,1.08,13.5,0.0,28.95,4.36,14.06,12.21,8.9,26.76,12.7,9.65,12.91,21.9,11.668620689655173
3DScore,method5,CHEMPLPTMScoreCORCH,16.99,22.35,5.05,3.73,12.25,9.25,3.94,18.13,10.19,36.99,8.36,5.07,7.06,4.64,18.82,1.14,3.25,13.5,0.0,20.78,3.64,14.65,8.14,6.16,26.0,9.98,7.72,22.12,28.87,12.02655172413793
3DScore,method6,CHEMPLPTMScoreCORCH,16.44,17.03,3.16,2.98,15.62,4.11,5.46,20.72,7.84,35.23,0.0,1.27,4.34,3.48,11.76,2.28,9.74,15.53,1.75,23.01,2.91,5.86,18.31,4.45,16.06,9.07,10.62,23.97,15.93,10.652758620689655
3DScore,method7,CHEMPLPTMScoreCORCH,16.44,17.03,3.16,2.98,15.62,4.11,5.46,20.72,7.84,35.23,0.0,1.27,4.34,3.48,11.76,2.28,9.74,15.53,1.75,23.01,2.91,5.86,18.31,4.45,16.06,9.07,10.62,23.97,15.93,10.652758620689655
3DScore,method1,RFScoreVSTMScoreCORCH,29.04,30.51,18.32,22.0,26.6,16.45,13.35,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,21.23,37.47,25.41,15.44,46.71,42.81,25.249655172413792
3DScore,method2,RFScoreVSTMScoreCORCH,29.04,30.51,18.32,22.0,26.6,16.45,13.35,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,21.23,37.47,25.41,15.44,46.71,42.81,25.249655172413792
3DScore,method3,RFScoreVSTMScoreCORCH,29.04,30.51,18.32,22.0,26.6,16.45,13.35,45.76,31.09,50.21,18.82,15.86,8.15,9.27,29.4,23.93,11.91,35.78,3.5,41.57,13.09,21.09,27.47,21.23,37.47,25.41,15.44,46.71,42.81,25.249655172413792
3DScore,method4,RFScoreVSTMScoreCORCH,22.47,26.25,8.85,17.9,19.85,10.79,10.92,38.42,17.24,46.68,18.82,8.25,6.52,6.95,34.11,13.67,11.91,24.3,5.24,44.54,11.64,18.16,27.47,14.04,35.94,17.24,16.41,43.63,28.87,20.93379310344828
3DScore,method5,RFScoreVSTMScoreCORCH,23.56,28.38,13.9,19.39,25.55,15.94,11.53,44.03,29.78,50.21,14.64,13.95,7.06,9.27,31.17,25.07,14.07,33.75,0.0,40.83,13.09,16.99,25.43,18.83,26.76,22.69,16.41,46.09,42.81,23.488965517241382
3DScore,method6,RFScoreVSTMScoreCORCH,31.78,21.99,18.96,25.36,23.44,14.91,21.53,44.46,31.61,45.8,16.73,13.95,5.43,4.64,29.4,14.81,17.32,31.05,29.71,36.37,18.18,15.23,31.54,29.79,30.59,34.48,16.41,41.18,34.85,25.22413793103448
3DScore,method7,RFScoreVSTMScoreCORCH,31.78,21.99,18.96,25.36,23.44,14.91,21.53,44.46,31.61,45.8,16.73,13.95,5.43,4.64,29.4,14.81,17.32,31.05,29.71,36.37,18.18,15.23,31.54,29.79,30.59,34.48,16.41,41.18,34.85,25.22413793103448
3DScore,method1,CHEMPLPFScoreVSTMScoreCORCH,27.4,29.8,20.85,14.92,23.22,14.39,12.74,35.4,26.65,45.8,27.19,15.22,14.12,8.11,31.17,21.65,6.49,29.7,12.23,39.34,10.91,25.78,21.36,18.83,37.47,19.06,15.44,40.56,40.82,23.67655172413794
3DScore,method2,CHEMPLPFScoreVSTMScoreCORCH,27.4,29.8,20.85,14.92,23.22,14.39,12.74,35.4,26.65,45.8,27.19,15.22,14.12,8.11,31.17,21.65,6.49,29.7,12.23,39.34,10.91,25.78,21.36,18.83,37.47,19.06,15.44,40.56,40.82,23.67655172413794
3DScore,method3,CHEMPLPFScoreVSTMScoreCORCH,27.4,29.8,20.85,14.92,23.22,14.39,12.74,35.4,26.65,45.8,27.19,15.22,14.12,8.11,31.17,21.65,6.49,29.7,12.23,39.34,10.91,25.78,21.36,18.83,37.47,19.06,15.44,40.56,40.82,23.67655172413794
3DScore,method4,CHEMPLPFScoreVSTMScoreCORCH,20.27,29.44,12.64,11.19,16.89,9.25,13.35,24.61,14.11,41.4,35.55,6.98,8.69,6.95,32.93,11.39,4.33,21.6,13.98,41.57,5.82,25.78,23.4,14.04,34.41,16.33,18.34,22.74,35.84,19.786896551724137
3DScore,method5,CHEMPLPFScoreVSTMScoreCORCH,25.21,30.51,19.59,15.29,24.28,17.48,11.83,38.42,27.69,48.44,27.19,14.59,9.23,6.95,31.17,22.79,12.99,33.08,13.98,38.6,9.45,25.78,22.38,19.18,33.65,22.69,18.34,41.79,41.81,24.288965517241383
3DScore,method6,CHEMPLPFScoreVSTMScoreCORCH,34.52,26.96,20.22,23.12,23.86,15.94,22.44,41.44,32.14,45.8,23.0,13.95,9.23,6.95,31.17,14.81,16.24,31.73,29.71,37.86,18.18,18.75,27.47,28.76,32.88,31.76,20.27,39.33,34.85,25.977241379310346
3DScore,method7,CHEMPLPFScoreVSTMScoreCORCH,34.52,26.96,20.22,23.12,23.86,15.94,22.44,41.44,32.14,45.8,23.0,13.95,9.23,6.95,31.17,14.81,16.24,31.73,29.71,37.86,18.18,18.75,27.47,28.76,32.88,31.76,20.27,39.33,34.85,25.977241379310346
bestpose,method1,CHEMPLPFScoreVS,25.22,22.0,32.25,19.39,8.01,22.62,12.13,4.76,25.35,22.06,35.55,13.97,18.33,13.84,36.48,1.14,3.25,27.72,35.14,27.47,3.64,38.12,10.19,21.91,32.13,32.67,15.45,6.77,40.8,20.977931034482754
bestpose,method2,CHEMPLPFScoreVS,33.99,24.83,23.4,25.36,11.38,19.54,18.51,15.57,32.92,44.99,18.82,27.3,19.94,13.84,42.96,5.71,5.42,31.1,45.68,31.18,24.73,38.71,18.34,23.63,41.31,38.11,16.41,22.77,32.84,25.837586206896553
bestpose,method3,CHEMPLPFScoreVS,20.28,27.67,15.18,15.29,8.22,19.02,11.53,8.65,21.69,26.47,12.55,21.59,22.64,13.84,29.42,4.57,8.67,20.29,38.65,32.66,11.64,41.05,15.28,15.07,29.84,33.57,10.62,8.0,30.85,19.820689655172412
bestpose,method4,CHEMPLPFScoreVS,19.19,26.96,15.81,7.46,6.96,17.99,9.1,7.78,20.9,25.58,8.36,19.05,22.1,11.08,27.07,2.28,8.67,17.58,38.65,32.66,4.36,41.05,13.24,7.53,29.07,30.85,12.55,7.38,30.85,18.003793103448274
bestpose,method5,CHEMPLPFScoreVS,33.99,24.48,24.03,25.73,11.8,22.11,17.9,16.43,29.53,37.93,14.64,20.95,20.48,16.61,38.84,8.0,7.58,31.78,43.92,31.18,27.64,39.3,23.43,28.76,38.25,39.02,16.41,25.23,25.87,25.58
bestpose,method6,CHEMPLPFScoreVS,39.47,22.0,31.62,33.93,12.01,29.3,25.18,51.46,45.2,49.4,20.91,31.11,8.62,22.15,48.84,15.99,5.42,37.87,49.19,34.15,36.36,37.54,28.53,38.01,38.25,50.82,10.62,27.07,46.76,31.992413793103452
bestpose,method7,CHEMPLPFScoreVS,41.66,22.71,30.35,33.93,12.65,23.13,22.45,48.43,44.94,51.17,14.64,35.56,16.71,22.15,48.25,14.85,8.67,36.51,50.95,35.63,34.91,37.54,30.56,34.58,42.08,49.91,17.38,32.61,42.78,32.33413793103448
bestpose,method1,CHEMPLPTMScore,15.9,21.64,17.7,2.98,18.34,10.28,1.21,0.43,16.72,27.35,16.73,6.98,11.86,8.31,35.89,3.43,0.0,18.93,5.27,31.18,2.91,14.66,4.08,7.53,26.78,15.43,1.93,3.69,46.76,13.617241379310341
bestpose,method2,CHEMPLPTMScore,20.83,22.71,10.12,2.98,21.29,10.8,0.61,3.89,16.98,50.29,16.73,20.32,12.94,8.31,31.19,11.42,0.0,19.61,10.54,39.34,2.91,24.05,3.06,4.45,33.66,20.87,4.83,25.84,42.78,17.012068965517237
bestpose,method3,CHEMPLPTMScore,19.73,13.84,10.12,3.36,13.07,9.25,1.82,2.59,13.59,22.94,6.27,12.7,4.85,8.31,20.6,4.57,0.0,18.26,7.03,35.63,2.91,18.77,8.15,1.71,26.78,22.69,6.76,6.15,40.8,12.525862068965512
bestpose,method4,CHEMPLPTMScore,19.19,13.84,10.12,1.49,11.38,8.23,1.82,2.16,13.33,22.06,4.18,11.43,4.31,5.54,21.77,0.0,0.0,17.58,7.03,34.89,2.91,21.7,8.15,1.71,26.78,22.69,5.79,5.54,37.81,11.84241379310345
bestpose,method5,CHEMPLPTMScore,21.38,19.16,8.85,3.73,22.34,8.74,0.61,6.05,15.42,49.4,12.55,22.86,9.16,5.54,24.13,13.71,0.0,19.61,3.51,42.31,2.91,18.77,5.09,5.82,29.84,19.96,4.83,26.46,48.76,16.258620689655167
bestpose,method6,CHEMPLPTMScore,26.31,22.0,18.34,1.86,34.78,13.37,0.91,6.05,24.82,55.58,2.09,10.79,12.4,5.54,37.66,27.42,0.0,25.02,3.51,41.57,2.18,14.66,3.06,10.61,33.66,10.89,1.93,24.0,51.74,18.025862068965516
bestpose,method7,CHEMPLPTMScore,24.67,19.51,11.38,2.61,29.51,12.85,1.52,7.35,21.95,55.58,12.55,17.14,9.16,5.54,28.83,19.42,0.0,20.96,1.76,44.54,2.91,19.35,6.11,6.51,30.6,19.96,6.76,27.69,50.74,17.84344827586207
bestpose,method1,CHEMPLPCORCH,10.96,28.38,1.26,5.59,8.43,12.85,6.98,5.62,6.79,9.7,10.46,3.81,5.93,2.77,11.18,0.0,3.25,3.38,1.76,8.17,3.64,12.32,2.04,3.77,19.13,21.78,20.28,11.69,18.9,8.993793103448274
bestpose,method2,CHEMPLPCORCH,8.77,19.16,3.79,4.47,8.85,9.25,5.76,8.65,6.27,20.29,2.09,3.81,11.32,2.77,15.3,0.0,9.75,8.11,7.03,8.17,2.18,27.57,4.08,1.71,22.95,20.87,16.41,16.0,10.94,9.873103448275861
bestpose,method3,CHEMPLPCORCH,9.87,22.71,4.43,2.98,7.8,10.28,4.85,8.22,6.79,16.76,0.0,6.35,12.4,2.77,15.3,0.0,13.0,12.17,7.03,16.33,2.91,28.74,10.19,0.34,21.42,24.5,12.55,15.38,12.94,10.655517241379313
bestpose,method4,CHEMPLPCORCH,12.06,25.9,1.26,3.73,9.06,11.82,6.98,6.92,7.05,17.64,2.09,6.98,10.24,5.54,17.06,0.0,9.75,12.85,5.27,23.76,4.36,29.32,11.21,1.03,22.19,24.5,15.45,8.61,13.93,11.260689655172415
bestpose,method5,CHEMPLPCORCH,7.13,12.77,0.0,3.73,9.06,9.25,6.67,11.24,4.44,19.41,2.09,3.17,3.77,2.77,11.77,1.14,10.83,0.0,0.0,3.71,2.18,15.25,4.08,1.37,15.3,16.33,17.38,14.15,4.98,7.378275862068967
bestpose,method6,CHEMPLPCORCH,5.48,9.22,0.63,2.98,8.43,6.17,4.25,13.84,2.09,11.47,0.0,1.27,0.54,0.0,0.0,2.28,8.67,0.68,0.0,0.74,2.91,1.17,1.02,1.03,13.01,0.0,8.69,12.92,1.99,4.188965517241379
bestpose,method7,CHEMPLPCORCH,6.03,9.58,0.0,2.61,9.06,6.68,4.85,16.43,3.14,16.76,0.0,2.54,1.62,0.0,0.59,1.14,9.75,0.0,0.0,2.23,2.18,5.86,4.08,0.68,14.54,9.07,9.66,13.54,1.99,5.331379310344828
bestpose,method1,RFScoreVSTMScore,33.99,23.77,25.29,20.14,27.19,22.11,9.1,52.75,40.24,54.7,14.64,32.38,9.16,19.38,44.72,29.7,0.0,37.19,10.54,47.51,14.55,21.11,25.47,23.97,45.9,35.39,9.66,46.76,51.74,28.58793103448276
bestpose,method2,RFScoreVSTMScore,44.4,22.0,20.87,23.49,28.03,20.56,15.17,44.1,38.93,54.7,14.64,36.83,11.32,19.38,40.01,26.28,2.17,41.25,33.38,45.28,23.27,28.15,27.51,26.02,44.37,47.19,10.62,45.53,49.75,30.52413793103448
bestpose,method3,RFScoreVSTMScore,30.7,14.9,13.28,16.03,22.34,19.54,10.92,22.48,29.26,41.46,10.46,36.83,7.55,19.38,34.72,15.99,4.33,33.13,12.3,45.28,13.09,24.63,25.47,16.78,35.96,40.83,11.59,41.23,46.76,24.04206896551724
bestpose,method4,RFScoreVSTMScore,25.22,13.48,13.91,11.93,21.08,18.51,8.8,22.05,29.79,41.46,12.55,36.83,7.55,13.84,30.6,17.14,3.25,28.4,12.3,46.03,11.64,23.46,25.47,13.7,35.96,39.02,10.62,41.23,46.76,22.847586206896548
bestpose,method5,RFScoreVSTMScore,36.18,21.29,17.7,17.15,23.82,21.08,13.65,38.92,37.1,50.29,14.64,33.65,11.32,19.38,38.84,25.13,5.42,35.84,33.38,43.8,16.73,29.32,27.51,25.0,43.61,43.56,11.59,44.92,46.76,28.53724137931034
bestpose,method6,RFScoreVSTMScore,38.37,18.45,31.62,33.93,28.88,27.25,23.06,55.35,45.73,54.7,20.91,34.92,5.93,22.15,50.02,22.85,1.08,42.6,45.68,47.51,31.27,29.91,32.6,38.69,42.08,54.44,11.59,41.23,51.74,33.9496551724138
bestpose,method7,RFScoreVSTMScore,43.86,19.16,25.93,30.21,27.4,22.11,20.93,51.02,43.9,53.81,18.82,38.1,14.01,22.15,48.84,21.71,3.25,42.6,49.19,46.03,30.55,32.26,30.56,35.95,42.08,53.54,13.52,42.46,49.75,33.57586206896551
bestpose,method1,RFScoreVSCORCH,24.67,29.8,10.75,24.24,16.23,20.05,20.02,47.13,20.64,45.87,8.36,22.22,1.08,16.61,36.48,1.14,17.33,27.05,1.76,36.38,11.64,17.59,23.43,17.8,24.48,26.32,17.38,41.84,25.87,21.867586206896554
bestpose,method2,RFScoreVSCORCH,33.44,23.42,13.91,26.48,16.65,17.99,20.33,49.73,36.06,49.4,12.55,25.4,4.85,16.61,41.19,5.71,16.25,30.43,38.65,25.98,18.18,25.22,26.49,19.52,31.37,44.46,16.41,40.0,21.89,25.812758620689657
bestpose,method3,RFScoreVSCORCH,27.41,22.71,13.91,21.26,16.44,18.51,18.2,34.16,30.31,43.23,12.55,22.86,8.62,16.61,32.36,5.71,19.5,27.72,22.84,28.21,10.18,23.46,23.43,16.44,26.01,34.48,20.28,40.61,29.85,23.029655172413793
bestpose,method4,RFScoreVSCORCH,24.67,31.93,12.01,20.51,18.34,14.91,15.77,34.59,26.39,42.35,2.09,19.68,11.86,11.08,42.37,2.28,21.67,22.31,17.57,39.34,8.73,19.35,29.54,11.64,27.54,28.13,20.28,38.76,19.9,21.91689655172414
bestpose,method5,RFScoreVSCORCH,27.96,18.45,7.59,15.66,16.02,13.88,16.99,44.54,28.22,48.52,12.55,19.05,5.93,8.31,35.31,5.71,15.17,29.08,26.35,23.76,15.27,24.05,28.53,9.93,20.66,29.94,15.45,43.07,25.87,21.786896551724144
bestpose,method6,RFScoreVSCORCH,26.31,18.45,20.23,26.1,11.17,20.56,19.42,50.16,37.36,47.64,6.27,14.6,0.54,16.61,36.48,5.71,9.75,20.29,31.62,28.95,24.0,12.9,19.36,31.84,35.19,44.46,9.66,35.69,25.87,23.696206896551722
bestpose,method7,RFScoreVSCORCH,31.25,20.22,18.97,26.85,14.75,17.99,19.42,51.89,36.84,50.29,12.55,24.13,3.77,16.61,43.54,5.71,16.25,27.72,38.65,26.72,19.64,21.11,25.47,26.71,29.07,49.91,13.52,40.0,23.88,25.980344827586208
bestpose,method1,RTMScoreCORCH,20.83,22.71,1.26,5.97,20.87,13.88,5.46,41.51,17.51,48.52,2.09,13.33,5.93,11.08,27.07,9.14,6.5,8.79,0.0,31.92,6.55,8.21,11.21,4.45,22.95,12.7,6.76,40.0,23.88,15.55448275862069
bestpose,method2,RTMScoreCORCH,20.83,17.03,0.63,5.22,20.44,13.37,4.55,33.29,22.21,52.05,2.09,19.68,8.08,11.08,18.24,11.42,8.67,16.9,0.0,33.41,3.64,8.8,9.17,3.08,29.07,14.52,4.83,38.15,17.91,15.460689655172414
bestpose,method3,RTMScoreCORCH,19.19,11.35,1.26,5.59,19.6,12.85,4.55,14.27,20.64,36.17,8.36,22.22,7.55,11.08,19.42,11.42,10.83,16.23,0.0,35.63,3.64,8.8,13.24,2.74,24.48,18.15,7.72,36.92,21.89,14.682413793103452
bestpose,method4,RTMScoreCORCH,16.45,13.84,0.63,5.22,17.49,13.37,7.58,19.89,12.8,34.41,2.09,13.97,5.93,13.84,32.95,8.0,13.0,11.5,0.0,37.86,4.36,9.38,19.36,3.42,24.48,22.69,7.72,35.07,13.93,14.525172413793108
bestpose,method5,RTMScoreCORCH,20.28,17.03,0.63,4.85,20.87,11.82,5.16,30.27,20.64,45.87,8.36,20.95,7.01,8.31,14.12,11.42,10.83,16.23,0.0,23.76,3.64,10.56,11.21,3.08,17.6,13.61,9.66,41.23,23.88,14.92689655172414
bestpose,method6,RTMScoreCORCH,11.51,8.51,0.63,5.22,16.44,9.25,4.85,24.65,2.87,31.76,0.0,2.54,0.54,2.77,1.77,2.28,8.67,10.82,0.0,14.85,3.64,1.17,2.04,1.71,14.54,2.72,5.79,24.61,13.93,7.933793103448275
bestpose,method7,RTMScoreCORCH,17.54,8.87,0.63,4.47,17.49,9.77,5.76,25.94,6.79,40.58,0.0,3.81,4.31,2.77,4.12,3.43,9.75,15.55,0.0,25.98,2.18,5.86,8.15,2.74,14.54,11.8,8.69,28.92,9.95,10.358275862068968
bestpose,method1,CHEMPLPFScoreVSTMScore,31.25,25.54,27.82,17.53,28.03,18.51,10.01,32.0,33.71,52.05,23.0,21.59,15.09,11.08,46.49,23.99,0.0,35.16,22.84,46.03,8.0,33.43,16.3,20.54,40.55,30.85,9.66,31.38,50.74,26.316206896551716
bestpose,method2,CHEMPLPFScoreVSTMScore,37.83,28.38,20.87,16.41,26.56,17.48,13.65,25.51,31.88,54.7,14.64,34.92,17.79,11.08,41.78,20.56,2.17,35.16,36.89,46.03,12.36,38.12,24.45,19.86,41.31,35.39,14.48,38.76,46.76,27.785517241379313
bestpose,method3,CHEMPLPFScoreVSTMScore,28.51,21.64,12.65,11.19,19.39,16.45,8.49,12.54,28.22,43.23,10.46,33.65,14.55,11.08,32.95,11.42,3.25,22.99,28.11,44.54,7.27,34.6,19.36,10.96,33.66,35.39,11.59,29.53,44.78,22.153448275862072
bestpose,method4,CHEMPLPFScoreVSTMScore,23.02,19.87,14.54,6.71,17.7,19.02,6.67,9.95,22.99,34.41,8.36,25.4,9.16,13.84,30.6,9.14,6.5,22.31,22.84,42.31,3.64,31.67,18.34,10.61,32.13,37.2,11.59,14.15,42.78,19.567241379310342
bestpose,method5,CHEMPLPFScoreVSTMScore,34.54,24.83,19.6,13.05,25.29,16.45,11.53,25.51,31.88,47.64,18.82,33.02,17.25,8.31,38.84,22.85,5.42,35.16,35.14,44.54,10.91,38.71,24.45,18.49,39.78,35.39,16.41,38.76,49.75,26.976551724137934
bestpose,method6,CHEMPLPFScoreVSTMScore,41.66,20.58,33.51,33.19,29.93,29.3,22.75,54.91,44.68,54.7,23.0,31.75,10.78,22.15,50.02,22.85,3.25,43.28,47.43,47.51,27.64,36.36,30.56,39.03,42.08,54.44,10.62,35.69,51.74,34.323793103448274
bestpose,method7,CHEMPLPFScoreVSTMScore,42.76,23.06,25.93,29.46,27.4,23.13,21.54,48.0,42.85,53.81,20.91,36.19,15.09,22.15,47.66,22.85,6.5,40.57,47.43,46.77,26.91,36.36,27.51,32.87,43.61,50.82,16.41,39.38,50.74,33.40241379310345
bestpose,method1,CHEMPLPFScoreVSCORCH,24.67,29.45,32.25,22.37,15.18,22.62,16.38,34.59,29.26,40.58,31.37,14.6,10.24,8.31,35.89,1.14,8.67,27.05,22.84,31.92,6.55,35.78,17.32,19.52,29.07,33.57,20.28,25.23,36.82,23.5696551724138
bestpose,method2,CHEMPLPFScoreVSCORCH,31.8,34.41,18.34,22.0,16.44,21.59,19.72,32.43,33.45,50.29,14.64,24.76,14.01,8.31,44.72,4.57,13.0,31.1,38.65,34.89,8.0,40.47,22.41,18.49,32.9,38.11,21.24,37.53,30.85,26.176551724137926
bestpose,method3,CHEMPLPFScoreVSCORCH,19.73,32.64,15.81,16.03,13.07,19.54,14.86,21.19,26.91,37.05,12.55,20.32,20.48,8.31,26.48,1.14,15.17,18.26,35.14,36.38,7.27,37.54,14.26,9.24,27.54,31.76,20.28,30.15,28.86,21.30896551724138
bestpose,method4,CHEMPLPFScoreVSCORCH,17.54,40.09,8.85,10.81,12.44,17.99,15.17,19.03,16.98,31.76,12.55,22.22,17.79,11.08,38.25,2.28,13.0,22.31,29.87,40.83,5.09,38.12,20.38,5.82,27.54,31.76,24.14,11.69,26.86,20.42206896551724
bestpose,method5,CHEMPLPFScoreVSCORCH,29.6,31.22,15.18,16.03,15.81,19.02,16.99,37.19,33.71,45.87,12.55,15.87,13.47,5.54,39.43,2.28,15.17,29.08,36.89,31.18,10.18,37.54,24.45,13.7,27.54,34.48,20.28,38.76,25.87,23.96137931034483
bestpose,method6,CHEMPLPFScoreVSCORCH,26.86,24.48,23.4,24.24,12.65,22.11,21.24,50.16,37.63,48.52,6.27,16.51,1.62,16.61,39.43,6.85,11.92,25.02,31.62,30.44,23.27,15.84,20.38,30.47,35.19,48.09,10.62,34.46,31.84,25.094482758620693
